Hugo_Symbol	Entrez_Gene_Id	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9
LOC100653515	100653515	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	0	1	2	1	1	0	0	2	-1	1	0	0	-1	-1
LOC100859930	100859930	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	-2	0	0	1	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
LOC100861402	100861402	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC113230	113230	-1	1	-1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
LOC115110	115110	2	0	0	1	1	0	-2	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
LOC116437	116437	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-2	0	0	0	0	-1	0
LOC120824	120824	-2	0	-1	-1	0	0	0	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	2	0	0	-2	-2	0	0	0	-1	-1	0	0	1	1	0	0	0	2	0
LOC126536	126536	-1	1	-1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
LOC127841	127841	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	1	1	1	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
LOC143188	143188	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
LOC143666	143666	-1	0	-1	-1	0	0	-1	0	0	0	-1	-2	-1	-1	0	-1	0	-1	2	0	0	1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
LOC144481	144481	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	-1	0
LOC144486	144486	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	-1	0
LOC144571	144571	1	0	1	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-2	0	0	0	0	2	0
LOC144742	144742	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-2	0	0	0	0	-1	0
LOC145216	145216	-1	-1	0	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
LOC145474	145474	-1	-1	1	0	0	-1	-1	0	0	1	0	-2	0	-1	0	-1	0	-2	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
LOC145663	145663	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	-1	-1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0
LOC145783	145783	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0
LOC145820	145820	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	2	0	0	1	0	0	0	0	1	1	2	0	0	0	1	1	1	-1	0
LOC145837	145837	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
LOC145845	145845	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	-1	0	0	0	-2	0	-1	0	0	0	0	1	0	0	0	1	1	1	-1	1
LOC146336	146336	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	-1	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
LOC146481	146481	1	-1	-1	0	0	-1	-1	0	0	1	-1	0	-1	0	0	-1	1	-1	2	0	0	-2	-2	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
LOC146513	146513	0	0	-1	0	0	0	-1	0	0	1	-1	0	-1	0	0	-1	1	-1	-1	0	0	-2	-2	0	-1	0	-1	-1	-1	0	1	0	0	1	0	-1	0
LOC146880	146880	1	1	1	-1	0	0	-1	0	0	0	1	1	0	-1	0	0	0	0	-1	0	0	2	1	0	1	2	0	1	0	0	1	-1	1	0	0	-1	-1
LOC147093	147093	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	-1	1	0	1	-1	-1
LOC147646	147646	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	-1	0	1	-1	0	0	1	0	0	-1	1	0	0	-1	0	0	-1	0	1	-2	1	0
LOC147670	147670	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	-1	-2	1	-1	0	0	1	0	0	-1	1	0	0	2	0	0	-1	0	1	0	1	0
LOC147727	147727	-1	1	-1	0	0	2	1	1	-2	1	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
LOC147804	147804	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	-1	0	1	-1	0	0	1	0	0	-1	1	0	0	2	0	0	-1	0	1	-2	1	0
LOC148145	148145	0	0	-1	0	0	0	1	-1	0	1	0	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
LOC148189	148189	0	0	-1	0	0	0	1	-1	0	1	0	0	0	0	0	0	1	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
LOC148413	148413	2	0	0	1	1	0	-2	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
LOC148696	148696	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	1	1	1	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
LOC148709	148709	-1	2	2	1	1	2	1	0	1	0	1	1	2	0	1	1	1	1	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
LOC148824	148824	-1	2	2	1	1	0	1	0	1	0	1	1	2	0	1	1	1	1	2	0	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
LOC149086	149086	1	0	-2	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
LOC149134	149134	-1	2	2	1	1	0	1	0	1	0	1	1	2	0	1	1	1	1	2	0	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
LOC149773	149773	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
LOC149837	149837	0	2	1	1	0	-1	1	-1	1	2	1	-1	1	0	1	-1	1	1	0	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	1
LOC149950	149950	0	2	1	1	0	2	1	2	1	2	1	-1	1	0	1	0	1	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
LOC150185	150185	1	2	1	1	-1	-1	1	1	1	2	1	0	0	-1	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	0	0	0	1	1	1	1	1	0
LOC150197	150197	1	2	1	1	-1	-1	1	1	1	2	1	0	0	-1	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	0	0	0	1	1	1	1	1	0
LOC150381	150381	1	2	1	1	0	-1	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
LOC150527	150527	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC150568	150568	-1	2	-1	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC150622	150622	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
LOC150776	150776	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC150935	150935	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	-1	1	1	2	0	0	-1	0	0	0	1	-2	0	0	-1	0	0	0	0	0	1	0
LOC151009	151009	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	1	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC151171	151171	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	-1	1	1	2	0	0	-1	0	0	0	1	-2	0	0	-1	0	0	0	0	0	1	0
LOC151174	151174	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	-1	1	1	2	0	0	-1	0	0	0	1	-2	0	0	-1	0	0	0	0	0	1	0
LOC151300	151300	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	0	1	1	2	0	0	-1	0	0	1	1	0	0	0	-1	0	0	0	0	0	1	0
LOC151475	151475	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	0	1	1	2	0	0	-1	0	0	1	1	0	0	0	-1	0	0	0	0	0	1	0
LOC151484	151484	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	0	1	1	2	0	0	-1	0	0	1	1	0	0	0	-1	0	0	0	0	0	1	0
LOC151534	151534	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0
LOC151658	151658	1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
LOC152024	152024	1	1	-1	0	0	0	1	1	0	1	1	-1	1	0	-1	0	1	1	2	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	2	0	0	1	0
LOC152217	152217	-1	1	0	-1	0	2	1	1	0	2	1	-1	1	0	0	0	1	-1	0	0	0	1	1	0	0	-1	0	0	1	-1	0	0	1	0	0	1	0
LOC152225	152225	1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
LOC152578	152578	-1	-1	1	0	0	0	0	-1	0	0	-1	-1	0	-1	0	0	-2	1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
LOC152742	152742	0	-1	-1	0	0	0	0	-1	0	0	-1	-1	0	-1	-1	0	-2	1	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-2	1	0	-1	0
LOC153469	153469	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
LOC153684	153684	1	0	0	-1	0	0	1	1	0	0	-1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	0	1	-1	-1	1	0	0	0	0	0	1
LOC153910	153910	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
LOC154092	154092	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
LOC154449	154449	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
LOC154761	154761	1	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	-1	1
LOC154822	154822	1	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	-1	1
LOC154860	154860	1	0	2	2	1	0	1	0	1	1	1	0	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	-1	-1	1	0	1
LOC154872	154872	1	0	2	2	1	0	1	0	1	1	1	0	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
LOC155060	155060	1	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	-1	1
LOC157273	157273	1	-2	0	1	0	-1	0	-1	-2	-1	-1	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-1	-1	0	0	0	1	0	0	-1	1
LOC157381	157381	-1	2	0	1	2	-1	0	0	1	1	-1	0	2	-1	1	1	1	1	2	0	0	1	1	0	0	2	-1	2	-1	2	1	0	1	0	0	-1	1
LOC157627	157627	1	-2	0	1	0	-1	0	-1	-2	-1	-1	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-1	-1	0	0	0	1	0	0	-1	1
LOC158257	158257	-1	1	-1	-1	0	0	0	-1	-2	0	-1	-1	0	-1	0	0	0	0	-1	0	0	1	0	1	0	-2	-1	-1	-1	-1	0	0	1	-1	0	0	-1
LOC158376	158376	-1	-2	-1	-1	-1	0	0	-1	0	0	-1	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	-1	0	-1	-1	-1	0	-1	0	0	-2	-1	0	0	-1
LOC158434	158434	-1	1	-1	-1	0	0	0	-1	-2	0	-1	-1	0	-1	0	0	0	0	-1	0	0	1	0	1	0	-2	-1	-1	-1	-1	0	0	1	-1	0	0	-1
LOC158435	158435	-1	1	-1	-1	0	0	0	-1	-2	0	-1	-1	0	-1	0	0	0	0	-1	0	0	1	0	1	0	-2	-1	-1	-1	-1	0	0	1	-1	0	0	-1
LOC170425	170425	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-2	-1	0	0	-1	0	0	0	1	0	-1	0	-1	-1	-1	-2	-1	0	1	0	0	0	-1	-1
LOC1720	1720	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0
LOC200261	200261	0	2	1	1	0	2	1	-1	1	2	1	-1	1	0	1	-1	1	1	0	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	1
LOC200726	200726	1	2	-1	0	0	-1	0	0	1	2	1	0	0	0	0	0	1	1	2	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC200772	200772	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	-1	1	1	2	0	0	-1	0	0	0	1	-2	0	0	-1	0	0	0	0	0	1	0
LOC201477	201477	-1	-1	0	1	0	-1	0	-1	0	-1	-1	0	-1	-1	0	0	1	1	0	0	0	-1	0	1	0	1	-1	0	0	-1	0	0	0	0	1	-1	0
LOC201617	201617	1	1	2	0	0	0	1	1	0	2	1	-1	1	0	0	0	1	-2	2	0	0	1	1	0	0	-1	1	1	-1	2	0	0	1	0	0	1	0
LOC201651	201651	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
LOC202181	202181	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	-2	0	0	1	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
LOC202781	202781	1	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	-1	1
LOC219347	219347	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-2	-1	0	0	-1	0	0	0	1	0	-1	0	-1	-1	-1	-2	-1	0	1	0	0	0	-1	-1
LOC219731	219731	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-1	-1	1	-1	-1	0	0	0	0	0	0	-1
LOC220729	220729	-1	1	0	-1	0	2	1	1	0	2	1	-1	1	0	0	0	1	-1	0	0	0	1	1	0	0	-1	0	0	1	-1	0	0	1	0	0	1	0
LOC220906	220906	-1	-2	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	0	0	0	0	0	-1
LOC221122	221122	-1	0	-1	-1	0	0	0	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	-2	0	0	0	0	-1	-1	0	0	1	1	0	0	0	2	0
LOC221442	221442	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	2	0	0	1	-2	1	0	1	-1	1	1	0	2	-1	1	2	0	-1	-1
LOC253039	253039	-1	1	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	1	0	1	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-1
LOC253044	253044	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
LOC253573	253573	-1	1	0	-1	0	2	1	1	0	2	1	-1	1	0	0	0	1	-1	0	0	0	1	1	0	0	-1	0	0	1	-1	0	0	1	0	0	1	0
LOC253962	253962	-1	1	1	-1	0	0	-1	0	0	0	1	0	0	-1	0	0	0	0	-1	0	0	0	1	0	1	1	0	1	0	0	1	-1	1	0	0	-1	-1
LOC254099	254099	2	0	0	1	1	0	-2	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
LOC254100	254100	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	0	0	-1	0	-1	-1
LOC254128	254128	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC254312	254312	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-1	-1	1	-1	-1	0	0	0	0	0	0	-1
LOC254559	254559	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	-1	0
LOC254896	254896	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-1	-1	0	0	0	1	0	0	-1	1
LOC255025	255025	1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
LOC255130	255130	-1	-1	-1	0	0	0	0	-1	0	0	-1	-1	0	-1	0	0	-2	1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
LOC255167	255167	1	0	0	0	0	0	1	1	0	-1	-1	0	0	0	-1	1	1	1	0	0	0	0	0	0	0	1	1	1	-1	-1	1	0	0	0	0	2	1
LOC255411	255411	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
LOC255480	255480	-1	0	0	1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0
LOC255512	255512	-1	0	-1	-1	0	0	-1	0	0	0	-1	-2	-1	-1	0	-1	0	-1	2	0	0	1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
LOC255654	255654	-1	2	2	1	1	0	1	0	1	0	1	1	2	0	1	1	1	1	2	0	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
LOC256021	256021	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	-1	0
LOC256880	256880	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-2	1	0	-1	0
LOC257358	257358	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	-2	0	0	0	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
LOC257396	257396	1	0	0	-1	0	0	1	-1	0	0	-1	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	1	0	1	-1	-1	1	0	0	0	0	-1	1
LOC282980	282980	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-1	-1	1	-1	-1	0	0	0	0	0	0	-1
LOC282997	282997	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
LOC283033	283033	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	0	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	1	0	0	0	-1	-1
LOC283038	283038	-1	-2	-1	0	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
LOC283050	283050	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	-1	0	0	0	1	0	-1	0	-1	-1	-1	-2	-1	0	1	0	0	0	-1	-1
LOC283070	283070	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-1	-1	1	-1	-1	0	0	0	0	0	0	-1
LOC283089	283089	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
LOC283104	283104	-1	0	-1	-1	0	0	-1	0	0	0	-1	-2	-1	-1	0	-1	0	-1	2	0	0	-1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
LOC283116	283116	-2	0	-1	-1	0	0	0	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	2	0	0	-2	-2	0	0	0	-1	-1	0	0	1	1	0	0	0	2	0
LOC283143	283143	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-2	-1	-1	0	-1	0	-1	-2	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	-1
LOC283174	283174	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	0	-1	-2	-1	0	1	1	-2	-1	0	-1	0
LOC283177	283177	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	0	-1	-2	-1	0	1	1	-2	-1	0	-1	0
LOC283194	283194	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	-2	0	0	-1	0	-1	-1	0	0	1	1	0	0	0	-1	0
LOC283214	283214	-1	0	-1	-1	0	2	-1	0	0	-1	-1	-2	-1	-1	0	1	0	2	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	1	0	0	-1	0	-1	-1
LOC283299	283299	-1	0	-1	-1	0	0	-1	0	0	0	-1	-2	-1	-1	0	-1	0	-1	2	0	0	1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
LOC283332	283332	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
LOC283335	283335	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	-1	0
LOC283392	283392	1	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	1	2	0
LOC283403	283403	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
LOC283404	283404	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
LOC283440	283440	1	0	1	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	-2	0	0	0	0	2	0
LOC283481	283481	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	-1	1	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	1	2	1	-1	0
LOC283547	283547	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	1	0	-1	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
LOC283553	283553	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	1	0	-1	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
LOC283585	283585	-1	-1	0	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
LOC283587	283587	-1	-1	0	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
LOC283624	283624	-1	-1	1	0	0	-1	-1	0	0	1	-1	0	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	1	-1	0
LOC283663	283663	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0
LOC283683	283683	0	-1	1	1	0	-1	-1	0	0	1	1	-2	-1	0	0	-1	0	-1	0	0	0	-2	0	-1	0	0	0	0	1	0	0	0	1	1	1	-1	1
LOC283688	283688	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
LOC283692	283692	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	-1	0
LOC283693	283693	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	-1	0
